,abv,ibu,id,name,style,brewery_id,ounces
1247,0.072,75,2186,Tsunami IPA,American IPA,203,19.2
1248,0.072,75,2185,Tsunami IPA,American IPA,203,12
1249,0.042,22,2184,Humpback Blonde Ale,American Blonde Ale,203,12
1250,0.052,27,2178,Hawaiian Crow Porter,American Porter,203,12
1251,0.052,23,2177,Volcano Red Ale,American Amber / Red Ale,203,12
1252,0.054,42,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12
1253,0.053,11,1508,Shark Bait,Fruit / Vegetable Beer,393,12
1254,0.053,30,1507,Gator Tail Brown Ale,American Brown Ale,393,12
1255,0.071,62,1506,Miami Vice IPA,American IPA,393,12
1256,0.053,16,1325,Big Rod Coconut Ale,American Blonde Ale,393,12
1257,0.056,,174,Mickey Finn's Amber Ale,American Amber / Red Ale,552,12
1258,0.063,61,2093,Pleasure Town,American IPA,223,12
1259,0.063,61,1814,Pleasure Town IPA,American IPA,223,12
1260,0.048,12,587,Snowshoe White Ale,Witbier,223,12
1261,0.05,24,586,Kodiak Brown Ale,American Brown Ale,223,12
1262,0.057,70,434,Sockeye Red IPA,American IPA,223,12
1263,0.08,100,2668,Habitus (2014),American Double / Imperial IPA,3,16
1264,0.075,85,2667,Solis,American IPA,3,16
1265,0.06,24,2666,Jucundus,Wheat Ale,3,16
1266,0.08,100,2664,Habitus,American Double / Imperial IPA,3,16
1267,0.063,30,2663,Grazias,Cream Ale,3,16
1268,0.058,28,2662,Claritas,Kölsch,3,16
1269,0.083,,2535,Vinyl Frontier,American Double / Imperial IPA,65,24
1270,0.08,,2534,Disco Superfly,American IPA,65,24
1271,0.075,,2533,Misty Mountain Hop,American IPA,65,24
1272,0.075,,2532,One-Hit Wonderful,Belgian IPA,65,24
1273,0.065,,2531,En Parfaite Harmonie,Saison / Farmhouse Ale,65,24
1274,0.043,8,2530,Daft Funk,Berliner Weissbier,65,24
1275,0.075,,2529,Love In An Ellavator,American IPA,65,24
1276,0.053,,2528,Spin Doctor,American Pale Ale (APA),65,24
1277,0.05,,1612,Keeper (Current),American Pilsner,363,12
1278,0.068,,1611,Better Half,American IPA,363,12
1279,0.048,,1273,SNO White Ale,Witbier,440,16
1280,0.048,,365,BRIK Irish Red Ale,Irish Red Ale,440,16
1281,,,273,AXL Pale Ale,American Pale Ale (APA),440,16
1282,0.051,24,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16
1283,0.075,51,1080,Hop Happy,American IPA,284,16
1284,0.065,20,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16
1285,0.048,18,172,Flaming Damsel Lager (2010),Vienna Lager,284,16
1286,0.051,24,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16
1287,0.054,,2359,Huber Bock (2014),Bock,134,16
1288,0.04,,2358,Minhas Light (2012),Light Lager,134,12
1289,0.05,,2282,Huber,American Pale Lager,134,12
1290,0.062,,2281,Clear Creek Ice,American Pale Lager,134,16
1291,0.062,,2280,Clear Creek Ice,American Pale Lager,134,12
1292,0.055,,2279,Mountain Crest,American Pale Lager,134,16
1293,0.055,,2278,Mountain Crest,American Pale Lager,134,12
1294,0.055,,2277,Mountain Creek (2013),American Pale Lager,134,12
1295,0.05,,2276,Boxer,American Adjunct Lager,134,24
1296,0.042,,2275,Boxer Light,Light Lager,134,12
1297,0.055,,2274,Boxer Ice,American Adjunct Lager,134,12
1298,0.05,,2273,Boxer,American Adjunct Lager,134,12
1299,0.05,,2442,Cortez Gold,Belgian Pale Ale,98,32
1300,0.068,66,2441,Mission IPA,American IPA,98,32
1301,0.048,44,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32
1302,0.04,,1476,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16
1303,0.04,,902,Dead Horse Amber,American Pale Wheat Ale,399,16
1304,0.04,,645,Rocket Bike American Lager,California Common / Steam Beer,399,16
1305,0.04,,644,Johnny's American IPA,American IPA,399,16
1306,0.055,,337,Boneshaker Brown Ale,English Brown Ale,547,24
1307,0.056,,336,Iron Mike Pale Ale,American Pale Ale (APA),547,24
1308,0.042,,2236,Monkadelic,American Pale Ale (APA),189,12
1309,0.075,85,2159,City of the Sun,American IPA,209,16
1310,0.068,75,2157,Booming Rollers,American IPA,209,16
1311,0.052,50,2156,Oneida,American Pale Ale (APA),209,16
1312,0.067,75,2154,Aurora ,American Amber / Red Ale,209,16
1313,0.055,30,1495,Lomaland,Saison / Farmhouse Ale,209,16
1314,0.047,46,1494,Fortunate Islands,American Pale Wheat Ale,209,16
1315,0.058,40,1493,Black House,American Stout,209,16
1316,0.065,115,1492,Blazing World,American Amber / Red Ale,209,16
1317,0.05,,327,Wapiti Amber Ale,American Amber / Red Ale,549,12
1318,0.054,,719,Sweet Georgia Brown,American Brown Ale,514,16
1319,0.058,,717,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,16
1320,0.056,28,1907,Montauk Summer Ale,American Blonde Ale,276,12
1321,0.06,49,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12
1322,0.056,18,1756,When Helles Freezes Over,Munich Helles Lager,326,12
1323,0.049,24,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12
1324,0.047,14,1052,Honey Wheat,American Pale Wheat Ale,326,12
1325,0.046,24,1051,Black Bear Dark Lager,Schwarzbier,326,12
1326,0.05,35,1046,Golden Pilsner,German Pilsener,326,12
1327,0.052,21,2413,Cali Creamin',Cream Ale,111,12
1328,0.05,,419,Second Wind Pale Ale,American Pale Ale (APA),540,12
1329,0.05,,408,Sunny Haze,Hefeweizen,540,12
1330,0.052,21,2237,Towhead,American Blonde Ale,188,12
1331,0.07,70,2208,Lil' Helper,American IPA,188,12
1332,0.082,,1952,Train Wreck,American Amber / Red Ale,260,16
1333,0.072,,625,Desert Magic IPA,American IPA,507,12
1334,0.042,,326,Up River Light,Light Lager,507,12
1335,0.055,,131,Dry Heat Hefeweizen (2006),Hefeweizen,507,12
1336,0.05,,1598,Mustang Sixty-Six,American Amber / Red Lager,366,12
1337,0.04,,862,Mustang '33,American Pale Lager,366,12
1338,0.04,,699,Session '33 (2011),American Pale Lager,366,12
1339,0.053,10,421,Mustang Golden Ale,American Blonde Ale,366,12
1340,0.053,14,420,Washita Wheat,American Pale Wheat Ale,366,12
1341,0.037,10,2345,Gansett Light,Light Lager,143,16
1342,0.052,30,2224,Bohemian Pils,American Pilsner,143,16
1343,0.053,30,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16
1344,0.042,24,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12
1345,0.05,22,580,Narragansett Cream Ale,Cream Ale,143,16
1346,0.042,24,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16
1347,0.07,22,316,Narragansett Porter,American Porter,143,16
1348,0.065,32,315,Narragansett Bock,Bock,143,16
1349,0.055,15,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16
1350,0.053,,1537,Undun Blonde Ale,American Blonde Ale,387,16
1351,0.074,,1536,CuDa Cascadian Dark Ale,American Black Ale,387,16
1352,0.074,,746,CuDa Cascadian Dark Ale (2012),American Black Ale,387,16
1353,0.053,,654,Undun Blonde Ale (2012),American Blonde Ale,387,16
1354,0.061,11,1705,Wick For Brains,Pumpkin Ale,337,12
1355,0.065,65,1148,Nebraska India Pale Ale,American IPA,337,12
1356,0.048,10,1147,EOS Hefeweizen,Hefeweizen,337,12
1357,0.048,15,1146,Brunette Nut Brown Ale,English Brown Ale,337,12
1358,0.057,29,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12
1359,0.066,,1758,County Line IPA,American IPA,325,12
1360,0.048,,1757,Trauger Pilsner,German Pilsener,325,12
1361,0.045,40,2475,Slow Ride,American IPA,82,12
1362,0.065,70,2230,Ranger IPA,American IPA,82,12
1363,0.05,29,1987,Shift,American Pale Lager,82,12
1364,0.056,21,1978,1554 Black Lager,Euro Dark Lager,82,12
1365,0.048,,1975,Blue Paddle,Czech Pilsener,82,12
1366,0.055,,1737,California Route,American Amber / Red Lager,82,12
1367,0.052,,1707,Snapshot,American Pale Wheat Ale,82,16
1368,0.048,,1690,Sunshine Wheat Beer,American Pale Wheat Ale,82,12
1369,0.052,18,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12
1370,0.05,29,952,Shift (1),American Pale Lager,82,12
1371,0.052,18,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12
1372,0.05,29,578,Shift,American Pale Lager,82,16
1373,0.065,70,564,Ranger IPA,American IPA,82,16
1374,0.052,18,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16
1375,0.065,70,115,Ranger IPA (Current),American IPA,82,12
1376,0.048,,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,82,12
1377,0.052,18,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12
1378,0.034,6,1417,Weiss Trash Culture,Berliner Weissbier,410,12
1379,0.062,,885,Sea Hag IPA,American IPA,410,12
1380,0.05,,884,Elm City Pilsner,American Pilsner,410,12
1381,0.05,,757,Atlantic Amber Ale (2004),American Amber / Red Ale,410,12
1382,0.05,,41,Elm City Lager (2007),American Pilsner,410,12
1383,0.05,,40,Atlantic Amber Ale (2007),American Amber / Red Ale,410,12
1384,0.062,,39,Sea Hag IPA (Current),American IPA,410,12
1385,0.05,,2272,Rebirth Pale Ale,American Pale Ale (APA),174,12
1386,0.068,,1582,Irish Channel Stout,American Stout,174,16
1387,0.065,,486,Hopitoulas IPA,American IPA,174,16
1388,0.039,,485,NOLA Brown Ale,English Dark Mild Ale,174,12
1389,0.049,,484,NOLA Blonde Ale,American Blonde Ale,174,12
1390,0.056,20,2043,Skylight,Dunkelweizen,241,12
1391,0.056,30,2042,Kadigan,American Blonde Ale,241,12
1392,0.052,50,2041,Dammit Jim!,American Amber / Red Ale,241,12
1393,0.054,,646,Nut Brown Ale,English Brown Ale,518,12
1394,0.046,,165,White Ale,Witbier,518,12
1395,0.042,35,2050,Cream Ale,Cream Ale,238,12
1396,0.072,,915,Green Head IPA,American IPA,495,12
1397,0.054,,914,Plum Island Belgian White,Witbier,495,12
1398,0.055,,913,Newburyport Pale Ale,American Pale Ale (APA),495,12
1399,0.055,,1811,Marblehead,American Amber / Red Ale,305,16
1400,0.051,31,1622,Jam Session,American Pale Ale (APA),359,16
1401,0.072,80,1621,Hop Drop 'N Roll IPA,American IPA,359,16
1402,0.06,,1307,Paleo IPA,English India Pale Ale (IPA),431,12
1403,0.061,,1306,Buck Snort Stout,American Stout,431,12
1404,0.055,,1305,Station 33 Firehouse Red,Irish Red Ale,431,12
1405,0.045,,1304,Slimy Pebble Pils,German Pilsener,431,12
1406,0.045,50,2692,Get Together,American IPA,0,16
1407,0.049,26,2691,Maggie's Leap,Milk / Sweet Stout,0,16
1408,0.048,19,2690,Wall's End,English Brown Ale,0,16
1409,0.06,38,2689,Pumpion,Pumpkin Ale,0,16
1410,0.06,25,2688,Stronghold,American Porter,0,16
1411,0.056,47,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16
1412,0.069,,1854,Blue Boots IPA,American IPA,293,16
1413,0.063,,1227,Hoppy Bitch IPA,American IPA,450,16
1414,0.063,42,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16
1415,0.045,,541,Walter's Premium Pilsener Beer,German Pilsener,529,12
1416,0.045,,109,Floppin' Crappie,American Pale Wheat Ale,529,12
1417,0.043,,1917,Left of the Dial IPA,American IPA,271,12
1418,0.04,,1190,Notch Session Pils,Czech Pilsener,271,12
1419,0.055,,1264,O'Fallon Pumpkin Beer,Pumpkin Ale,442,12
1420,0.061,66,1258,5 Day IPA,American IPA,442,12
1421,0.051,7,128,O'Fallon Wheach,Fruit / Vegetable Beer,442,12
1422,0.067,70,2331,Watershed IPA,American IPA,150,12
1423,0.054,24,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12
1424,0.058,27,1668,Overcast Espresso Stout,American Stout,150,12
1425,0.067,70,999,Watershed IPA (2013),American IPA,150,12
1426,0.082,25,2247,Lake Monster,Baltic Porter,184,16
1427,0.049,27,2071,London Homesick Ale,English Bitter,184,12
1428,0.048,35,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12
1429,0.048,35,2069,Slow Ride,American Pale Ale (APA),184,12
1430,0.047,,2192,Occidental Hefeweizen,American Pale Wheat Ale,200,16
1431,0.051,,1130,Occidental Dunkel,Dunkelweizen,200,16
1432,0.05,,1129,Occidental Altbier,Altbier,200,16
1433,0.045,,1081,Occidental Kölsch,Kölsch,200,16
1434,0.054,36,2333,Psycho Penguin Vanilla Porter,American Porter,148,12
1435,0.047,,1721,Heliocentric Hefeweizen,Hefeweizen,148,12
1436,0.051,,1720,Ghose Drifter Pale Ale,American Pale Ale (APA),148,12
1437,0.051,,1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,12
1438,0.047,,1430,Helios Hefeweizen (2013),Hefeweizen,148,12
1439,0.065,26,1058,33 Select Brown Ale,American Brown Ale,471,16
1440,0.06,29,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16
1441,0.05,45,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16
1442,0.057,26,601,Winter Games Select #32 Stout,American Stout,471,16
1443,0.05,23,600,Boji Beach Golden Rye Ale,Rye Beer,471,16
1444,0.06,,1828,Hopsmith Pale Lager,American Pale Lager,301,16
1445,0.065,65,1487,Falling Down Brown Ale,American Brown Ale,301,16
1446,0.068,,1486,Resolution Rye Stout,American Stout,301,16
1447,0.055,,1485,Plowshare Porter,American Porter,301,16
1448,0.046,20,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16
1449,0.045,,1381,Endless Sun Ale,American Pale Wheat Ale,301,16
1450,0.065,,900,Celestial Blonde Ale,American Blonde Ale,301,16
1451,0.075,,891,Overbite IPA,American IPA,301,16
1452,0.055,,509,T-Rail Pale Ale,American Pale Ale (APA),301,16
1453,0.048,,508,Endless Summer Ale (2011),American Pale Wheat Ale,301,16
1454,0.053,,1530,Clem's Gold,American Pale Lager,390,16
1455,0.055,,1529,Lizzy's Red,American Amber / Red Lager,390,16
1456,0.067,,1528,Orlison India Pale Lager,American Pale Lager,390,16
1457,0.042,,1527,Brünette,Euro Dark Lager,390,16
1458,0.041,,1526,Havanüther,Light Lager,390,16
1459,0.065,,2113,Lyric Ale,Saison / Farmhouse Ale,216,12
1460,0.053,,2112,Atalanta,Saison / Farmhouse Ale,216,12
1461,0.049,35,2302,Pinner Throwback IPA,American IPA,166,12
1462,0.052,,1883,Centennial State Pale Ale,American Pale Ale (APA),166,19.2
1463,0.08,,1859,Old Chub NITRO,Scotch Ale / Wee Heavy,166,16
1464,,,1796,The CROWLER™,,166,32
1465,,,1790,CAN'D AID Foundation,,166,12
1466,,,1752,Icey.P.A.,American IPA,166,16
1467,0.05,,1751,One Nut Brown,English Brown Ale,166,12
1468,,,1750,Birth IPA,American IPA,166,12
1469,0.065,65,1444,Dale's Pale Ale,American Pale Ale (APA),166,12
1470,0.065,65,1252,Dale's Pale Ale,American Pale Ale (APA),166,12
1471,0.053,35,1167,Mama's Little Yella Pils,Czech Pilsener,166,19.2
1472,0.065,65,955,Dale's Pale Ale,American Pale Ale (APA),166,19.2
1473,0.07,,933,The Deuce,American Brown Ale,166,16
1474,0.065,65,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12
1475,0.065,65,828,Dale's Pale Ale (2012),American Pale Ale (APA),166,12
1476,0.065,65,755,Dale's Pale Ale (2011),American Pale Ale (APA),166,12
1477,0.065,65,754,Dale's Pale Ale (2010),American Pale Ale (APA),166,12
1478,0.08,,661,Chaka,Belgian Strong Pale Ale,166,16
1479,0.08,70,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12
1480,0.08,,565,Deviant Dale's IPA,American Double / Imperial IPA,166,16
1481,0.053,35,7,Mama's Little Yella Pils,Czech Pilsener,166,12
1482,0.08,35,5,Old Chub,Scottish Ale,166,12
1483,0.065,65,1,Dale's Pale Ale,American Pale Ale (APA),166,12
1484,0.08,35,787,Old Chub (2008),Scottish Ale,503,12
1485,0.08,35,786,Old Chub (2004),Scottish Ale,503,12
1486,0.08,35,785,Old Chub (2003),Scottish Ale,503,12
1487,0.065,65,745,Dale's Pale Ale (2008),American Pale Ale (APA),503,12
1488,0.065,65,744,Dale's Pale Ale (2006),American Pale Ale (APA),503,12
1489,0.065,65,743,Dale's Pale Ale (2004),American Pale Ale (APA),503,12
1490,0.065,65,742,Dale's Pale Ale (2003),American Pale Ale (APA),503,12
1491,0.065,65,741,Dale's Pale Ale (2002),American Pale Ale (APA),503,12
1492,0.052,,734,Leroy (2005),American Brown Ale,503,12
1493,0.08,85,1328,Deviant Dale's IPA,American Double / Imperial IPA,389,16
1494,0.08,35,1175,Old Chub,Scottish Ale,389,12
1495,0.065,65,1166,Dale's Pale Ale,American Pale Ale (APA),389,19.2
1496,0.065,65,1065,Dale's Pale Ale,American Pale Ale (APA),389,12
1497,0.055,45,1908,Fresh Slice White IPA,American White IPA,275,12
1498,0.055,55,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12
1499,0.04,39,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12
1500,0.048,,1684,Hula Hoppie Session IPA,American IPA,341,12
1501,0.053,,927,Dirty Hippie Dark Wheat,American Dark Wheat Ale,341,12
1502,0.052,23,1268,Rustic Red,Irish Red Ale,441,16
1503,0.053,48,697,Stimulator Pale Ale,American Pale Ale (APA),441,16
1504,0.045,22,696,Old Town Ale,Kölsch,441,16
1505,0.044,28,695,Car 21,English Bitter,441,16
1506,0.05,24,694,Cache La Porter,American Porter,441,16
1507,0.042,35,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12
1508,0.062,65,1048,Outlaw IPA,American IPA,307,12
1509,0.044,,1043,North Fork Lager,American Pale Lager,307,12
1510,0.048,35,890,Payette Pale Ale,American Pale Ale (APA),307,12
1511,0.055,25,775,Mutton Buster,American Brown Ale,307,12
1512,0.05,,1087,Side Kick Kölsch,Kölsch,468,12
1513,0.046,,1931,Fresh Cut Pilsner,American Pilsner,266,12
1514,0.05,61,1930,Summer Session Ale,American Pale Wheat Ale,266,12
1515,0.04,12,2238,Lobo Lito,Light Lager,187,12
1516,0.05,17,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12
1517,0.065,77,2175,Mound Builder IPA,American IPA,205,12
1518,0.062,62,2168,Amazon Princess IPA,American IPA,205,12
1519,0.042,,1956,Farmer's Daughter Wheat,American Pale Wheat Ale,205,12
1520,0.045,,1794,People's Pilsner,German Pilsener,205,12
1521,0.055,10,2633,Hotbox Brown,American Brown Ale,13,12
1522,0.048,15,2632,Gold,American Blonde Ale,13,12
1523,0.058,,2631,Black,American Black Ale,13,12
1524,0.065,65,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12
1525,0.05,40,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12
1526,0.05,35,2628,Grapefruit IPA,American IPA,13,12
1527,0.051,,1062,Pete's ESP Lager (1998),American Pale Lager,470,12
1528,0.047,,1061,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,470,12
1529,0.049,,1060,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,470,12
1530,,,1056,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),470,12
1531,0.047,,1055,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,470,12
1532,0.047,,1054,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,470,12
1533,0.047,,1053,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,470,12
1534,0.041,12,2635,Sparkle,American Pale Lager,11,16
1535,0.059,25,1404,North 45 Amber Ale,American Amber / Red Ale,11,16
1536,0.069,20,1403,Horny Monk,Dubbel,11,16
1537,0.067,74,1402,Mind's Eye PA,American IPA,11,16
1538,0.061,60,2312,Camelback,American IPA,157,12
1539,0.056,,1636,Local 5 Pale Ale,American Pale Ale (APA),355,16
1540,0.073,,1518,Devils Head Red Ale,American Amber / Red Ale,355,16
1541,0.07,75,1384,Elephant Rock IPA,American IPA,355,12
1542,0.05,,1797,Black Bay Milk Stout,Milk / Sweet Stout,310,12
1543,0.05,,1437,Atom Splitter Pale Ale,American Pale Ale (APA),310,12
1544,0.06,20,1791,Hot Date Ale,Chile Beer,314,16
1545,0.07,,1540,Masked Bandit IPA,American Black Ale,314,16
1546,0.06,24,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16
1547,0.045,18,1335,Float Trip Ale,American Blonde Ale,314,16
1548,0.055,25,847,Old Tom Porter,American Porter,314,16
1549,0.045,18,846,Black Walnut Wheat,American Dark Wheat Ale,314,16
1550,0.055,20,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16
1551,0.07,70,479,Missouri Mule India Pale Ale,American IPA,314,16
1552,0.065,,2559,Blood of the Unicorn,American Amber / Red Ale,52,16
1553,0.069,51,1760,GreyBeard™ IPA,American IPA,324,12
1554,0.057,31,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12
1555,0.045,,1589,PONTO S.I.P.A.,American IPA,370,16
1556,0.049,,1457,Chronic Ale,American Amber / Red Ale,370,16
1557,0.068,,1191,Swami's India Pale Ale,American IPA,370,16
1558,0.05,,2336,New Cleveland Palesner,American Pilsner,147,12
1559,0.054,45,2553,Mazzie,American Pale Ale (APA),55,12
1560,,,335,Ponderosa IPA,American IPA,548,12
1561,,,64,Liquid Amber Ale,American Amber / Red Ale,548,12
1562,0.059,14,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
1563,0.069,17,1463,Hideout Helles,Munich Helles Lager,135,12
1564,0.06,15,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12
1565,0.058,21,1461,Peacemaker Pilsner,Czech Pilsener,135,12
1566,0.057,68,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12
1567,0.058,21,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12
1568,0.059,14,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
1569,0.052,18,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12
1570,0.052,18,82,Haywire Hefeweizen (2010),Hefeweizen,544,16
1571,0.045,35,2031,Golden Fleece,Belgian Pale Ale,246,12
1572,0.055,30,2030,Smoking Mirror,American Porter,246,12
1573,0.046,,2269,Rahr's Blonde,Munich Helles Lager,176,12
1574,0.058,60,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12
1575,0.044,5,2370,18th Anniversary Gose,Gose,128,12
1576,0.046,25,2211,White (2015),Witbier,128,12
1577,0.051,21,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12
1578,0.059,,1290,The Sword Iron Swan Ale,English Pale Ale,128,12
1579,0.053,52,1091,Hans' Pils (2015),German Pilsener,128,12
1580,0.06,50,1086,Four Squared (2015),American Blonde Ale,128,12
1581,0.051,21,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12
1582,0.072,55,1021,Watership Brown Ale,American Brown Ale,475,12
1583,0.062,55,938,Gangway IPA,American IPA,475,12
1584,0.049,,715,Long Day Lager,Czech Pilsener,475,12
1585,0.051,17,2516,Farmer's Daughter Blonde,American Blonde Ale,68,16
1586,0.055,45,2515,Pump House IPA,American IPA,68,16
1587,0.07,,2514,Suicide Blonde IPA,Belgian IPA,68,16
1588,0.047,25,2513,Vanilla Porter,American Porter,68,16
1589,0.058,18,2512,Honey Rye,Rye Beer,68,16
1590,0.055,,1467,Happy Cider,Cider,403,16
1591,0.065,44,945,Long Hammer IPA,American IPA,487,16
1592,0.065,44,583,Long Hammer IPA,American IPA,487,12
1593,0.058,27,339,Copper Hook (2011),American Amber / Red Ale,487,12
1594,0.08,,1375,Nectar of the Hops,Mead,421,16
1595,0.08,,1374,Sunshine Nectar,Mead,421,16
1596,0.08,,1373,Black Raspberry Nectar,Mead,421,16
1597,0.05,16,2087,Blood Orange Wit,Witbier,225,16
1598,0.05,40,2414,Consilium,American Pale Ale (APA),110,12
1599,0.07,100,1176,Redacted Rye IPA,American IPA,110,16
1600,0.05,25,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16
1601,0.07,100,636,Ryeteous Rye IPA (2012),American IPA,110,16
1602,0.064,,1538,Stout Ol' Friend,American Stout,386,16
1603,0.064,,1075,Stout Ol' Friend (2012),American Stout,386,16
1604,,,710,Rye Porter,American Porter,386,16
1605,0.05,,709,Miner's Gold,American Blonde Ale,386,16
1606,0.046,,708,Vienna Lager,Vienna Lager,386,16
1607,0.056,,706,Jessie's Garage,American Pale Ale (APA),386,16
1608,0.062,,220,Colorado Red Ale,American Amber / Red Ale,386,12
1609,,,219,Miner's Gold,American Blonde Ale,386,12
1610,0.055,40,2576,Fist City,American Pale Ale (APA),44,12
1611,0.068,,1133,A Little Crazy,Belgian Pale Ale,44,12
1612,0.058,15,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12
1613,0.061,31,418,Fistmas Ale,Herbed / Spiced Beer,44,12
1614,0.057,25,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12
1615,0.068,28,416,Eugene Porter,American Porter,44,12
1616,0.065,70,415,Anti-Hero IPA,American IPA,44,12
1617,0.05,14,414,Bottom Up Belgian Wit,Witbier,44,12
1618,0.057,42,2452,Hustle,American Amber / Red Ale,93,12
1619,0.055,42,2451,Pure Fury,American Pale Ale (APA),93,12
1620,0.06,60,2132,Dad,American Amber / Red Ale,93,12
1621,0.058,35,1993,Panther,American Porter,93,12
1622,0.052,21,1992,Franz,Märzen / Oktoberfest,93,12
1623,0.043,45,1935,Zen,American Pale Ale (APA),93,12
1624,0.072,75,1852,Truth,American IPA,93,12
1625,0.048,25,1851,Cougar,American Blonde Ale,93,12
1626,0.038,,2307,Smooth Operator,Cream Ale,162,16
1627,0.035,,2580,Gose,Gose,42,16
1628,0.043,,1807,Maine Island Trail Ale,American Pale Ale (APA),42,16
1629,0.05,,1180,River North White Ale,Witbier,459,16
1630,0.05,,1179,River North Ale,American Amber / Red Ale,459,16
1631,0.05,55,1771,Lil SIPA,American IPA,321,16
1632,0.055,60,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16
1633,0.05,100,2579,Jah Mon,American IPA,43,12
1634,0.062,,2373,Oktoberfest,Märzen / Oktoberfest,43,12
1635,0.08,,2049,Headless Wylie,Pumpkin Ale,43,12
1636,0.05,,2048,Dayman IPA,American IPA,43,12
1637,0.071,,1880,All Aboard! Anniversary Stout,Oatmeal Stout,43,12
1638,0.062,,1879,Hop Lace,American White IPA,43,12
1639,0.048,,1878,OH-PA Session Pale Ale,American Pale Ale (APA),43,12
1640,0.08,,1877,Patrick's Poison,American Amber / Red Ale,43,12
1641,0.081,,1764,Rudolph's Red,American Amber / Red Ale,43,12
1642,0.053,,1103,Babbling Blonde,American Blonde Ale,43,12
1643,0.051,,1102,Maxwell's Scottish Ale,Scottish Ale,43,12
1644,0.061,,1101,Grateful White,Witbier,43,12
1645,0.055,,1100,RT Lager,American Amber / Red Lager,43,12
1646,0.062,,1099,Old Wylie's IPA,American IPA,43,12
1647,0.048,,1098,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,43,12
1648,0.045,,1330,Track 1 Amber Lager,American Amber / Red Lager,427,16
1649,0.053,,2074,Pine Knob Pilsner,Czech Pilsener,229,16
1650,,,1724,Cal and Co. Black Cherry Porter,American Porter,229,16
1651,0.055,,1280,Lazy Daze Lager,American Adjunct Lager,229,16
1652,0.059,,899,Rochester Red Ale,American Amber / Red Ale,229,16
1653,0.05,,363,Milkshake Stout,Milk / Sweet Stout,229,16
1654,0.07,,158,Cornerstone IPA,American IPA,229,16
